Timestamp,Temperature,Humidity,CO2 Value,Air Quality
2024-03-03 17:53:49,25.0,40.9,173,High Quality
2024-03-03 17:54:19,25.0,40.7,181,High Quality
2024-03-03 17:54:49,25.0,41.0,181,High Quality
2024-03-03 17:55:19,25.0,41.2,175,High Quality
2024-03-03 17:55:49,25.0,41.3,182,High Quality
2024-03-03 17:56:19,25.0,41.3,175,High Quality
2024-03-03 17:56:49,25.0,41.2,175,High Quality
2024-03-03 17:57:19,25.0,41.4,181,High Quality
2024-03-03 17:57:49,25.0,41.4,175,High Quality
2024-03-03 17:58:19,25.0,41.5,182,High Quality
2024-03-03 17:58:49,25.0,41.3,182,High Quality
2024-03-03 17:59:19,25.0,41.2,175,High Quality
2024-03-03 17:59:49,25.0,41.2,182,High Quality
2024-03-03 18:00:19,25.0,41.3,182,High Quality
2024-03-03 18:00:50,25.0,41.2,175,High Quality
2024-03-03 18:01:19,25.0,41.4,175,High Quality
2024-03-03 18:01:49,25.0,41.2,175,High Quality
2024-03-03 18:02:19,25.0,41.4,182,High Quality
2024-03-03 18:02:49,25.0,41.2,182,High Quality
2024-03-03 18:03:19,25.0,41.2,175,High Quality
2024-03-03 18:03:49,25.0,41.3,182,High Quality
2024-03-03 18:04:19,25.0,41.3,182,High Quality
2024-03-03 18:04:49,25.0,41.3,175,High Quality
2024-03-03 18:05:19,25.0,41.2,182,High Quality
2024-03-03 18:05:49,25.0,41.4,175,High Quality
2024-03-03 18:06:19,25.0,41.3,182,High Quality
2024-03-03 18:06:49,25.0,41.3,175,High Quality
2024-03-03 18:07:19,25.0,41.1,175,High Quality
2024-03-03 18:07:49,25.0,41.1,182,High Quality
2024-03-03 18:08:19,25.0,41.2,175,High Quality
2024-03-03 18:08:49,25.0,41.0,182,High Quality
2024-03-03 18:09:19,25.0,40.9,182,High Quality
2024-03-03 18:09:50,25.0,40.8,174,High Quality
2024-03-03 18:10:20,25.0,40.7,181,High Quality
2024-03-03 18:10:49,25.0,40.7,174,High Quality
2024-03-03 18:11:19,25.0,40.7,173,High Quality
2024-03-03 18:11:49,25.0,40.6,181,High Quality
2024-03-03 18:12:19,25.0,40.7,174,High Quality
2024-03-03 18:12:49,25.0,40.8,181,High Quality
2024-03-03 18:13:19,25.0,40.7,181,High Quality
2024-03-03 18:13:49,25.0,40.9,174,High Quality
2024-03-03 18:14:19,25.0,40.6,181,High Quality
2024-03-03 18:14:49,25.0,40.8,175,High Quality
2024-03-03 18:15:19,25.0,41.0,175,High Quality
2024-03-03 18:15:49,25.0,41.0,182,High Quality
2024-03-03 18:16:19,25.0,41.0,182,High Quality
2024-03-03 18:16:49,25.0,41.0,175,High Quality
2024-03-03 18:17:19,25.0,41.2,182,High Quality
2024-03-03 18:17:49,25.0,41.3,175,High Quality
2024-03-03 18:18:19,25.0,41.2,175,High Quality
2024-03-03 18:18:49,25.0,41.3,175,High Quality
2024-03-03 18:19:19,25.0,41.2,175,High Quality
2024-03-03 18:19:49,25.0,41.2,175,High Quality
2024-03-03 18:20:19,25.0,41.1,175,High Quality
2024-03-03 18:20:49,24.9,41.2,182,High Quality
2024-03-03 18:21:19,24.9,41.5,182,High Quality
2024-03-03 18:21:49,25.0,41.2,175,High Quality
2024-03-03 18:22:19,25.0,41.4,182,High Quality
2024-03-03 18:22:49,25.0,41.4,182,High Quality
2024-03-03 18:23:19,25.0,41.5,175,High Quality
2024-03-03 18:23:49,25.0,41.4,182,High Quality
2024-03-03 18:24:22,25.0,41.4,175,High Quality
2024-03-03 18:24:49,25.0,41.4,182,High Quality
2024-03-03 18:25:19,25.0,41.4,182,High Quality
2024-03-03 18:25:49,25.0,41.2,175,High Quality
2024-03-03 18:26:19,25.0,41.3,182,High Quality
2024-03-03 18:26:49,25.0,41.6,182,High Quality
2024-03-03 18:27:19,25.0,41.3,175,High Quality
2024-03-03 18:27:49,25.0,41.2,182,High Quality
2024-03-03 18:28:19,25.0,41.2,175,High Quality
2024-03-03 18:28:49,25.0,41.4,182,High Quality
2024-03-03 18:29:19,25.0,41.3,182,High Quality
2024-03-03 18:29:49,25.0,41.1,175,High Quality
2024-03-03 18:30:19,25.0,41.2,182,High Quality
2024-03-03 18:30:49,25.0,41.4,176,High Quality
2024-03-03 18:31:19,25.0,41.3,175,High Quality
2024-03-03 18:31:49,25.0,41.2,175,High Quality
2024-03-03 18:32:19,25.0,41.1,175,High Quality
2024-03-03 18:32:49,25.0,41.1,175,High Quality
2024-03-03 18:33:19,25.0,40.8,175,High Quality
2024-03-03 18:33:49,25.0,41.1,176,High Quality
2024-03-03 18:34:19,25.0,41.3,175,High Quality
2024-03-03 18:34:49,25.0,41.1,175,High Quality
2024-03-03 18:35:19,25.0,41.1,175,High Quality
2024-03-03 18:35:49,25.0,41.0,175,High Quality
2024-03-03 18:36:19,25.0,40.9,176,High Quality
2024-03-03 18:36:49,25.0,41.2,175,High Quality
2024-03-03 18:37:19,25.0,40.7,175,High Quality
2024-03-03 18:37:49,25.0,40.8,175,High Quality
2024-03-03 18:38:19,25.0,40.7,176,High Quality
2024-03-03 18:38:49,25.0,41.0,182,High Quality
2024-03-03 18:39:19,25.0,41.0,176,High Quality
2024-03-03 18:39:49,25.0,40.9,182,High Quality
2024-03-03 18:40:19,25.0,40.8,182,High Quality
2024-03-03 18:40:49,25.0,40.6,175,High Quality
2024-03-03 18:41:19,25.0,40.9,176,High Quality
2024-03-03 18:41:49,25.0,40.7,182,High Quality
2024-03-03 18:42:19,25.0,40.9,175,High Quality
2024-03-03 18:42:49,25.0,40.8,183,High Quality
2024-03-03 18:43:19,25.0,40.9,182,High Quality
2024-03-03 18:43:49,25.0,40.9,175,High Quality
2024-03-03 18:44:19,25.0,40.7,182,High Quality
2024-03-03 18:44:49,25.0,40.7,175,High Quality
2024-03-03 18:45:19,25.0,40.7,176,High Quality
2024-03-03 18:45:49,25.0,40.9,175,High Quality
2024-03-03 18:46:19,25.0,40.9,176,High Quality
2024-03-03 18:46:49,25.0,41.0,176,High Quality
2024-03-03 18:47:19,25.0,40.8,176,High Quality
2024-03-03 18:47:49,25.0,40.9,182,High Quality
2024-03-03 18:48:19,25.0,40.8,182,High Quality
2024-03-03 18:48:49,25.0,40.8,176,High Quality
2024-03-03 18:49:19,25.0,40.9,182,High Quality
2024-03-03 18:49:49,25.0,40.6,182,High Quality
2024-03-03 18:50:19,25.0,40.8,176,High Quality
2024-03-03 18:50:49,25.0,41.0,176,High Quality
2024-03-03 18:51:19,25.0,40.8,182,High Quality
2024-03-03 18:51:49,25.0,41.0,176,High Quality
2024-03-03 18:52:19,25.0,40.9,175,High Quality
2024-03-03 18:52:49,25.0,40.6,182,High Quality
2024-03-03 18:53:19,25.0,40.5,176,High Quality
2024-03-03 18:53:49,25.0,40.8,176,High Quality
2024-03-03 18:54:19,25.0,40.9,176,High Quality
2024-03-03 18:54:50,25.0,40.6,175,High Quality
2024-03-03 18:55:19,25.0,40.7,175,High Quality
2024-03-03 18:55:49,25.0,40.5,182,High Quality
2024-03-03 18:56:19,25.0,40.8,175,High Quality
2024-03-03 18:56:49,25.0,40.6,183,High Quality
2024-03-03 18:57:19,25.0,40.8,175,High Quality
2024-03-03 18:57:49,25.0,40.6,183,High Quality
2024-03-03 18:58:19,25.0,40.9,183,High Quality
2024-03-03 18:58:49,25.0,41.1,175,High Quality
2024-03-03 18:59:19,25.0,40.7,175,High Quality
2024-03-03 18:59:49,25.0,40.6,175,High Quality
2024-03-03 19:00:19,25.0,40.8,175,High Quality
2024-03-03 19:00:49,25.0,40.6,175,High Quality
2024-03-03 19:01:19,25.0,40.3,182,High Quality
2024-03-03 19:01:49,25.0,40.4,175,High Quality
2024-03-03 19:02:19,25.0,40.4,175,High Quality
2024-03-03 19:02:49,25.0,40.5,182,High Quality
2024-03-03 19:03:19,25.0,40.5,175,High Quality
2024-03-03 19:03:49,25.0,40.3,182,High Quality
2024-03-03 19:04:19,25.0,40.9,182,High Quality
2024-03-03 19:04:49,25.0,40.8,175,High Quality
2024-03-03 19:05:19,25.0,40.6,182,High Quality
2024-03-03 19:05:49,25.0,40.4,175,High Quality
2024-03-03 19:06:19,25.0,40.6,175,High Quality
2024-03-03 19:06:49,25.0,40.4,182,High Quality
2024-03-03 19:07:19,25.0,40.5,175,High Quality
2024-03-03 19:07:49,25.0,40.5,182,High Quality
2024-03-03 19:08:19,25.0,40.7,174,High Quality
2024-03-03 19:08:49,25.0,40.1,175,High Quality
2024-03-03 19:09:19,25.0,40.4,182,High Quality
2024-03-03 19:09:49,25.0,40.3,175,High Quality
2024-03-03 19:10:19,25.0,40.6,176,High Quality
2024-03-03 19:10:49,25.1,40.9,176,High Quality
2024-03-03 19:11:19,25.1,40.7,176,High Quality
2024-03-03 19:11:49,25.1,40.6,183,High Quality
2024-03-03 19:12:19,25.0,41.0,176,High Quality
2024-03-03 19:12:49,25.0,41.3,176,High Quality
2024-03-03 19:13:19,25.0,41.4,176,High Quality
2024-03-03 19:13:49,25.0,41.4,176,High Quality
2024-03-03 19:14:19,25.0,41.3,183,High Quality
2024-03-03 19:14:49,25.0,41.2,177,High Quality
2024-03-03 19:15:19,25.0,41.4,177,High Quality
2024-03-03 19:15:49,25.0,41.2,176,High Quality
2024-03-03 19:16:19,25.0,41.4,176,High Quality
2024-03-03 19:16:49,25.0,41.2,176,High Quality
2024-03-03 19:17:19,25.0,41.3,176,High Quality
2024-03-03 19:17:49,25.0,41.2,183,High Quality
2024-03-03 19:18:19,25.0,41.2,183,High Quality
2024-03-03 19:18:49,25.0,41.1,176,High Quality
2024-03-03 19:19:19,25.0,41.1,176,High Quality
2024-03-03 19:19:49,25.0,41.2,183,High Quality
2024-03-03 19:20:19,25.0,41.2,176,High Quality
2024-03-03 19:20:49,25.0,41.2,183,High Quality
2024-03-03 19:21:19,25.0,41.3,183,High Quality
2024-03-03 19:21:49,25.0,41.3,176,High Quality
2024-03-03 19:22:20,25.0,41.2,183,High Quality
2024-03-03 19:22:49,25.0,41.1,176,High Quality
2024-03-03 19:23:19,25.0,40.6,182,High Quality
2024-03-03 19:23:49,25.0,40.8,175,High Quality
2024-03-03 19:24:19,25.0,40.5,175,High Quality
2024-03-03 19:24:49,25.0,40.6,175,High Quality
2024-03-03 19:25:19,25.0,40.7,175,High Quality
2024-03-03 19:25:49,25.0,40.1,173,High Quality
2024-03-03 19:26:19,25.0,40.1,181,High Quality
2024-03-03 19:26:49,25.0,40.2,182,High Quality
2024-03-03 19:27:19,25.0,40.0,175,High Quality
2024-03-03 19:27:49,25.0,40.1,181,High Quality
2024-03-03 19:28:19,25.0,40.1,173,High Quality
2024-03-03 19:28:49,25.0,40.0,182,High Quality
2024-03-03 19:29:19,25.0,40.9,182,High Quality
2024-03-03 19:29:49,25.0,41.0,175,High Quality
2024-03-03 19:30:19,25.0,40.6,176,High Quality
2024-03-03 19:30:49,25.0,40.8,175,High Quality
2024-03-03 19:31:19,25.0,40.9,176,High Quality
2024-03-03 19:31:49,25.0,40.8,182,High Quality
2024-03-03 19:32:19,25.0,40.8,182,High Quality
2024-03-03 19:32:49,25.0,40.9,176,High Quality
2024-03-03 19:33:19,25.0,41.0,182,High Quality
2024-03-03 19:33:49,25.0,40.8,182,High Quality
2024-03-03 19:34:19,25.0,40.5,175,High Quality
2024-03-03 19:34:49,25.0,40.7,182,High Quality
2024-03-03 19:35:19,25.0,40.8,182,High Quality
2024-03-03 19:35:49,25.0,40.7,176,High Quality
2024-03-03 19:36:19,25.0,40.8,176,High Quality
2024-03-03 19:36:49,25.0,41.1,176,High Quality
2024-03-03 19:37:20,25.0,41.1,183,High Quality
2024-03-03 19:37:49,25.0,41.0,182,High Quality
2024-03-03 19:38:19,25.0,41.0,176,High Quality
2024-03-03 19:38:49,25.0,41.1,183,High Quality
2024-03-03 19:39:19,25.0,41.0,176,High Quality
2024-03-03 19:39:49,25.0,40.9,176,High Quality
2024-03-03 19:40:19,25.0,41.1,183,High Quality
2024-03-03 19:40:49,25.0,41.0,176,High Quality
2024-03-03 19:41:19,25.0,40.9,176,High Quality
2024-03-03 19:41:49,25.1,40.5,176,High Quality
2024-03-03 19:42:19,25.1,41.0,176,High Quality
2024-03-03 19:42:49,25.0,40.8,176,High Quality
2024-03-03 19:43:19,25.0,41.0,176,High Quality
2024-03-03 19:43:49,25.0,41.2,176,High Quality
2024-03-03 19:44:19,25.0,41.1,176,High Quality
2024-03-03 19:44:49,25.0,40.9,183,High Quality
2024-03-03 19:45:19,25.0,40.6,176,High Quality
2024-03-03 19:45:49,25.0,41.0,183,High Quality
2024-03-03 19:46:19,25.0,40.8,176,High Quality
2024-03-03 19:46:49,25.1,40.9,176,High Quality
2024-03-03 19:47:19,25.0,41.1,183,High Quality
2024-03-03 19:47:49,25.0,40.9,176,High Quality
2024-03-03 19:48:19,25.0,41.0,176,High Quality
2024-03-03 19:48:49,25.0,41.1,177,High Quality
2024-03-03 19:49:19,25.0,41.1,177,High Quality
2024-03-03 19:49:49,25.0,41.0,185,High Quality
2024-03-03 19:50:19,25.0,41.2,177,High Quality
2024-03-03 19:50:49,25.0,40.9,184,High Quality
2024-03-03 19:51:19,25.0,40.9,185,High Quality
2024-03-03 19:51:49,25.0,41.0,177,High Quality
2024-03-03 19:52:19,25.0,40.9,177,High Quality
2024-03-03 19:52:49,25.0,40.9,177,High Quality
2024-03-03 19:53:19,25.0,40.8,177,High Quality
2024-03-03 19:53:49,25.1,40.7,177,High Quality
2024-03-03 19:54:19,25.1,41.0,177,High Quality
2024-03-03 19:54:49,25.1,40.9,180,High Quality
2024-03-03 19:55:19,25.1,41.0,178,High Quality
2024-03-03 19:55:49,25.2,40.8,186,High Quality
2024-03-03 19:56:19,25.2,40.7,180,High Quality
2024-03-03 19:56:49,25.1,41.1,181,High Quality
2024-03-03 19:57:19,25.1,41.2,187,High Quality
2024-03-03 19:57:49,25.1,41.2,195,High Quality
2024-03-03 19:58:19,25.1,41.5,188,High Quality
2024-03-03 19:58:49,25.1,41.6,187,High Quality
2024-03-03 19:59:19,25.1,41.7,196,High Quality
2024-03-03 19:59:49,25.1,41.6,192,High Quality
2024-03-03 20:00:19,25.1,41.8,199,High Quality
2024-03-03 20:00:49,25.1,41.7,192,High Quality
2024-03-03 20:01:19,25.0,41.8,196,High Quality
2024-03-03 20:01:49,25.0,41.7,196,High Quality
2024-03-03 20:02:19,25.0,41.7,197,High Quality
2024-03-03 20:02:49,25.0,41.9,197,High Quality
2024-03-03 20:03:19,25.0,41.7,207,High Quality
2024-03-03 20:03:49,25.0,41.8,199,High Quality
2024-03-03 20:04:19,25.0,41.8,200,High Quality
2024-03-03 20:04:49,25.0,41.8,200,High Quality
2024-03-03 20:05:19,25.0,41.8,208,High Quality
2024-03-03 20:05:49,25.0,41.8,200,High Quality
2024-03-03 20:06:20,25.0,41.8,201,High Quality
2024-03-03 20:06:49,25.0,41.8,199,High Quality
2024-03-03 20:07:19,25.0,41.7,199,High Quality
2024-03-03 20:07:49,25.0,41.8,207,High Quality
2024-03-03 20:08:19,25.0,41.7,205,High Quality
2024-03-03 20:08:49,25.0,41.5,199,High Quality
2024-03-03 20:09:19,25.1,41.7,210,High Quality
2024-03-03 20:09:49,25.1,49.4,350,High Quality
2024-03-03 20:10:19,25.3,44.4,244,High Quality
2024-03-03 20:10:49,25.3,42.5,219,High Quality
2024-03-03 20:11:19,25.3,42.1,211,High Quality
2024-03-03 20:11:49,25.4,42.0,209,High Quality
2024-03-03 20:12:19,25.4,42.3,211,High Quality
2024-03-03 20:12:49,25.4,42.2,204,High Quality
2024-03-03 20:13:19,25.4,42.0,207,High Quality
2024-03-03 20:13:49,25.4,41.7,200,High Quality
2024-03-03 20:14:19,25.5,42.1,201,High Quality
2024-03-03 20:14:49,25.5,42.2,208,High Quality
2024-03-03 20:15:19,25.5,42.2,207,High Quality
2024-03-03 20:15:49,25.6,41.9,199,High Quality
2024-03-03 20:16:19,25.6,41.8,207,High Quality
2024-03-03 20:16:49,25.6,41.8,199,High Quality
2024-03-03 20:17:19,25.6,41.7,199,High Quality
2024-03-03 20:17:49,25.6,41.9,199,High Quality
2024-03-03 20:18:19,25.7,41.8,199,High Quality
2024-03-03 20:18:49,25.7,42.1,205,High Quality
2024-03-03 20:19:19,25.8,41.9,198,High Quality
2024-03-03 20:19:49,25.8,41.7,197,High Quality
2024-03-03 20:20:19,25.8,41.6,205,High Quality
2024-03-03 20:20:49,25.8,41.6,197,High Quality
2024-03-03 20:21:19,25.8,41.6,204,High Quality
2024-03-03 20:21:49,25.8,41.6,197,High Quality
2024-03-03 20:22:19,25.8,41.6,201,High Quality
2024-03-03 20:22:49,25.8,41.6,201,High Quality
2024-03-03 20:23:19,25.8,41.4,196,High Quality
2024-03-03 20:23:49,25.8,41.6,201,High Quality
2024-03-03 20:24:19,25.8,41.5,196,High Quality
2024-03-03 20:24:49,25.8,41.4,195,High Quality
2024-03-03 20:25:19,25.8,41.3,200,High Quality
2024-03-03 20:25:49,25.8,41.3,195,High Quality
2024-03-03 20:26:19,25.8,41.3,195,High Quality
2024-03-03 20:26:49,25.8,41.4,194,High Quality
2024-03-03 20:27:19,25.8,41.2,193,High Quality
2024-03-03 20:27:49,25.8,40.9,192,High Quality
2024-03-03 20:28:19,25.8,41.0,192,High Quality
2024-03-03 20:28:49,25.8,41.0,192,High Quality
2024-03-03 20:29:19,25.8,41.2,192,High Quality
2024-03-03 20:29:49,25.8,41.1,192,High Quality
2024-03-03 20:30:19,25.8,41.1,197,High Quality
2024-03-03 20:30:49,25.8,40.6,190,High Quality
2024-03-03 20:31:19,25.8,40.7,189,High Quality
2024-03-03 20:31:49,25.8,40.6,189,High Quality
2024-03-03 20:32:19,25.8,40.2,188,High Quality
2024-03-03 20:32:49,25.8,40.1,189,High Quality
2024-03-03 20:33:19,25.8,40.8,192,High Quality
2024-03-03 20:33:49,25.7,41.2,194,High Quality
2024-03-03 20:34:19,25.7,41.2,199,High Quality
2024-03-03 20:34:49,25.8,41.2,194,High Quality
2024-03-03 20:35:19,25.7,41.2,200,High Quality
2024-03-03 20:35:49,25.8,41.2,194,High Quality
2024-03-03 20:36:19,25.8,41.2,192,High Quality
2024-03-03 20:36:49,25.8,40.9,197,High Quality
2024-03-03 20:37:19,25.7,41.2,197,High Quality
2024-03-03 20:37:49,25.7,41.2,198,High Quality
2024-03-03 20:38:19,25.7,41.1,199,High Quality
2024-03-03 20:38:49,25.7,41.2,200,High Quality
2024-03-03 20:39:19,25.6,41.4,208,High Quality
2024-03-03 20:39:49,25.6,41.4,207,High Quality
2024-03-03 20:40:19,25.6,41.4,200,High Quality
2024-03-03 20:40:49,25.6,41.3,200,High Quality
2024-03-03 20:41:19,25.6,41.2,200,High Quality
2024-03-03 20:41:49,25.6,41.1,200,High Quality
2024-03-03 20:42:19,25.7,41.2,208,High Quality
2024-03-03 20:42:49,25.8,41.2,200,High Quality
2024-03-03 20:43:19,25.8,41.1,200,High Quality
2024-03-03 20:43:49,25.8,41.2,200,High Quality
2024-03-03 20:44:19,25.8,41.2,200,High Quality
2024-03-03 20:44:49,25.7,41.2,199,High Quality
2024-03-04 00:16:23,19.4,42.8,157,High Quality
2024-03-04 00:16:53,19.3,41.3,157,High Quality
2024-03-04 00:17:23,19.2,41.8,151,High Quality
2024-03-04 00:17:53,18.6,41.7,148,High Quality
2024-03-04 00:18:23,13.1,41.8,161,High Quality
2024-03-04 00:18:53,7.6,40.6,160,High Quality
2024-03-04 00:19:23,2.3,44.1,142,High Quality
2024-03-04 00:19:53,-3.6,42.8,163,High Quality
2024-03-04 00:20:23,-7.7,57.5,162,High Quality
2024-03-04 01:30:24,20.7,50.8,313,High Quality
2024-03-04 01:30:54,21.1,49.9,255,High Quality
2024-03-04 01:31:24,21.5,49.7,235,High Quality
2024-03-04 01:31:54,21.9,48.7,223,High Quality
2024-03-04 01:32:24,22.3,47.5,216,High Quality
2024-03-04 01:32:54,22.7,47.0,218,High Quality
2024-03-04 01:33:24,23.1,46.9,207,High Quality
2024-03-04 01:33:54,23.4,46.1,211,High Quality
2024-03-04 01:34:24,23.8,45.9,202,High Quality
2024-03-04 01:34:54,24.1,44.3,200,High Quality
2024-03-04 01:35:24,24.4,44.6,207,High Quality
2024-03-04 01:35:54,24.7,44.8,205,High Quality
2024-03-04 01:36:24,25.0,44.4,198,High Quality
2024-03-04 01:36:54,25.3,43.9,204,High Quality
2024-03-04 01:37:24,25.5,43.2,196,High Quality
2024-03-04 01:37:54,25.8,43.2,200,High Quality
2024-03-04 01:38:24,26.0,42.2,200,High Quality
2024-03-04 01:38:54,26.3,42.1,192,High Quality
2024-03-04 01:39:24,26.5,42.0,199,High Quality
2024-03-04 01:39:54,26.7,41.9,199,High Quality
2024-03-04 01:40:24,26.8,41.4,190,High Quality
2024-03-04 01:40:54,27.0,40.9,198,High Quality
2024-03-04 01:41:24,27.1,41.3,189,High Quality
2024-03-04 01:41:54,27.2,40.6,196,High Quality
2024-03-04 01:42:24,27.4,40.6,196,High Quality
2024-03-04 01:42:54,27.5,40.7,187,High Quality
2024-03-04 01:43:24,27.6,39.4,195,High Quality
2024-03-04 01:43:54,27.8,39.7,195,High Quality
2024-03-04 01:44:24,27.9,39.5,186,High Quality
2024-03-04 01:44:54,27.9,39.0,187,High Quality
2024-03-04 01:45:24,27.8,39.6,187,High Quality
2024-03-04 01:45:54,27.8,39.1,192,High Quality
2024-03-04 01:46:24,27.8,39.9,192,High Quality
2024-03-04 01:46:54,27.8,39.2,186,High Quality
2024-03-04 01:47:24,27.8,39.3,192,High Quality
2024-03-04 01:47:54,27.7,39.4,186,High Quality
2024-03-04 01:48:24,27.8,39.3,185,High Quality
2024-03-04 01:48:54,27.8,39.2,185,High Quality
2024-03-04 01:49:24,27.8,39.5,186,High Quality
2024-03-04 01:49:54,27.7,39.7,187,High Quality
2024-03-04 01:50:24,27.7,41.0,186,High Quality
2024-03-04 01:50:54,27.7,40.1,193,High Quality
2024-03-04 01:51:24,27.7,40.4,192,High Quality
2024-03-04 01:51:54,27.7,40.0,185,High Quality
2024-03-04 01:52:24,27.6,39.6,185,High Quality
2024-03-04 01:52:54,27.6,39.5,190,High Quality
2024-03-04 01:53:24,27.6,40.0,185,High Quality
2024-03-04 01:53:54,27.5,39.8,186,High Quality
2024-03-04 01:54:24,27.5,40.1,192,High Quality
2024-03-04 01:54:54,27.5,40.0,186,High Quality
2024-03-04 01:55:24,27.7,39.9,192,High Quality
2024-03-04 01:55:54,27.7,40.1,186,High Quality
2024-03-04 01:56:24,27.8,39.8,192,High Quality
2024-03-04 01:56:54,27.9,40.0,190,High Quality
2024-03-04 01:57:24,27.8,39.5,186,High Quality
2024-03-04 01:57:54,27.8,40.0,186,High Quality
2024-03-04 01:58:24,27.7,39.7,192,High Quality
2024-03-04 01:58:54,27.7,40.0,186,High Quality
2024-03-04 01:59:24,27.8,39.8,192,High Quality
2024-03-04 01:59:55,27.9,40.0,186,High Quality
2024-03-04 02:00:24,28.0,39.9,187,High Quality
2024-03-04 02:00:54,27.9,40.5,187,High Quality
2024-03-04 02:01:24,28.0,40.0,186,High Quality
2024-03-04 02:01:54,28.0,39.6,187,High Quality
2024-03-04 02:02:24,28.1,40.1,187,High Quality
2024-03-04 02:02:54,28.1,39.8,186,High Quality
2024-03-04 02:03:24,28.3,39.4,192,High Quality
2024-03-04 02:03:54,28.5,39.0,187,High Quality
2024-03-04 02:04:24,28.6,38.9,192,High Quality
2024-03-04 02:04:54,28.9,38.7,195,High Quality
2024-03-04 02:05:24,29.0,38.9,187,High Quality
2024-03-04 02:05:54,29.2,38.2,187,High Quality
2024-03-04 02:06:24,29.3,38.1,187,High Quality
2024-03-04 02:06:54,29.4,38.2,187,High Quality
2024-03-04 02:07:24,29.5,38.0,187,High Quality
2024-03-04 02:07:54,29.5,37.8,187,High Quality
2024-03-04 02:08:24,29.6,37.5,194,High Quality
2024-03-04 02:08:54,29.7,37.6,187,High Quality
2024-03-04 02:09:24,29.7,37.6,187,High Quality
2024-03-04 02:09:54,29.9,37.4,195,High Quality
2024-03-04 02:10:24,29.9,37.8,195,High Quality
2024-03-04 02:10:54,30.0,37.5,187,High Quality
2024-03-04 02:11:24,30.0,37.2,195,High Quality
2024-03-04 02:11:54,30.0,37.1,195,High Quality
2024-03-04 02:12:24,30.0,37.1,187,High Quality
2024-03-04 02:12:54,30.0,37.2,195,High Quality
2024-03-04 02:13:24,30.0,37.1,187,High Quality
2024-03-04 02:13:54,30.0,37.1,195,High Quality
2024-03-04 02:14:24,30.0,37.1,195,High Quality
2024-03-04 02:14:54,30.0,37.0,188,High Quality
2024-03-04 02:15:24,30.1,37.0,195,High Quality
2024-03-04 02:15:54,30.1,37.1,188,High Quality
2024-03-04 02:16:24,30.1,37.0,188,High Quality
2024-03-04 02:16:54,30.0,37.0,196,High Quality
2024-03-04 02:17:24,30.0,37.1,188,High Quality
2024-03-04 02:17:54,30.0,37.1,196,High Quality
2024-03-04 02:18:24,30.0,37.1,188,High Quality
2024-03-04 02:18:54,30.0,37.1,188,High Quality
2024-03-04 02:19:24,30.0,37.1,196,High Quality
2024-03-04 02:19:54,30.0,37.2,189,High Quality
2024-03-04 02:20:24,30.1,37.1,196,High Quality
2024-03-04 02:20:54,30.1,37.1,196,High Quality
2024-03-04 02:21:24,30.1,37.0,189,High Quality
2024-03-04 02:21:54,30.2,37.2,196,High Quality
2024-03-04 02:22:24,30.2,37.0,196,High Quality
2024-03-04 02:22:54,30.1,37.0,189,High Quality
2024-03-04 02:23:24,30.1,37.0,197,High Quality
2024-03-04 02:23:54,30.1,37.1,189,High Quality
2024-03-04 02:24:24,30.1,37.0,189,High Quality
2024-03-04 02:24:54,30.1,37.2,189,High Quality
2024-03-04 02:25:24,30.1,37.1,189,High Quality
2024-03-04 02:25:54,30.1,37.2,197,High Quality
2024-03-04 02:26:24,30.1,37.2,196,High Quality
2024-03-04 02:26:54,30.1,37.1,189,High Quality
2024-03-04 02:27:24,30.1,37.2,197,High Quality
2024-03-04 02:27:54,30.0,37.3,189,High Quality
2024-03-04 02:28:24,30.0,37.3,189,High Quality
2024-03-04 02:28:54,30.0,37.4,197,High Quality
2024-03-04 02:29:24,30.0,37.3,189,High Quality
2024-03-04 02:29:54,30.0,37.5,197,High Quality
2024-03-04 02:30:24,30.0,37.5,197,High Quality
2024-03-04 02:30:54,29.9,37.6,189,High Quality
2024-03-04 02:31:24,29.9,37.6,197,High Quality
2024-03-04 02:31:54,29.9,37.6,190,High Quality
2024-03-04 02:32:24,30.0,37.5,197,High Quality
2024-03-04 02:32:54,30.0,37.6,197,High Quality
2024-03-04 02:33:24,30.0,37.6,190,High Quality
2024-03-04 02:33:54,30.0,37.7,190,High Quality
2024-03-04 02:34:24,30.0,37.6,190,High Quality
2024-03-04 02:34:54,30.0,37.7,198,High Quality
2024-03-04 02:35:24,30.0,37.7,198,High Quality
2024-03-04 02:35:54,30.0,37.7,190,High Quality
2024-03-04 02:36:24,30.0,37.8,198,High Quality
2024-03-04 02:37:02,30.0,37.8,198,High Quality
2024-03-04 02:37:24,30.0,37.8,190,High Quality
2024-03-04 02:37:54,30.0,37.8,199,High Quality
2024-03-04 02:38:24,30.0,37.8,192,High Quality
2024-03-04 02:38:54,30.0,37.8,199,High Quality
2024-03-04 02:39:24,29.9,37.8,199,High Quality
2024-03-04 02:39:54,29.7,37.8,192,High Quality
2024-03-04 02:40:24,29.6,38.1,199,High Quality
2024-03-04 02:40:54,29.5,38.2,192,High Quality
2024-03-04 02:41:24,29.5,38.6,192,High Quality
2024-03-04 02:41:54,29.4,38.6,193,High Quality
2024-03-04 02:42:24,29.4,38.6,195,High Quality
2024-03-04 02:42:54,29.4,38.6,194,High Quality
