2024-02-27 11:34:48, Temperature: 25.0, Humidity: 38.1
2024-02-27 13:57:13, Temperature: 25.0, Humidity: 40.2
2024-02-27 13:57:15, Temperature: 25.0, Humidity: 41.4
2024-02-27 13:57:17, Temperature: 25.0, Humidity: 41.3
2024-02-27 13:57:19, Temperature: 25.0, Humidity: 41.6
2024-02-27 13:57:21, Temperature: 25.0, Humidity: 41.3
2024-02-27 13:57:23, Temperature: 25.0, Humidity: 41.5
2024-02-27 13:57:25, Temperature: 25.0, Humidity: 42.1
2024-02-27 13:57:27, Temperature: 25.0, Humidity: 42.4
2024-02-27 13:57:29, Temperature: 25.0, Humidity: 41.9
2024-02-27 13:57:31, Temperature: 25.0, Humidity: 42.2
2024-02-27 13:57:33, Temperature: 25.0, Humidity: 41.5
2024-02-27 13:57:35, Temperature: 25.0, Humidity: 40.9
2024-02-27 13:57:38, Temperature: 25.0, Humidity: 41.3
2024-02-27 13:57:40, Temperature: 25.0, Humidity: 41.8
2024-02-27 13:57:42, Temperature: 25.0, Humidity: 43.4
2024-02-27 13:57:44, Temperature: 25.0, Humidity: 43.2
2024-02-27 13:57:46, Temperature: 25.0, Humidity: 46.5
2024-02-27 13:57:48, Temperature: 25.1, Humidity: 75.7
2024-02-27 13:57:50, Temperature: 25.4, Humidity: 85.8
2024-02-27 13:57:52, Temperature: 25.8, Humidity: 90.2
2024-02-27 13:57:54, Temperature: 26.1, Humidity: 92.4
2024-02-27 13:57:56, Temperature: 26.3, Humidity: 93.5
2024-02-27 13:57:58, Temperature: 26.4, Humidity: 94.0
2024-02-27 13:58:00, Temperature: 26.5, Humidity: 94.1
2024-02-27 13:58:02, Temperature: 26.6, Humidity: 93.9
2024-02-27 13:58:05, Temperature: 26.5, Humidity: 93.6
2024-02-27 13:58:07, Temperature: 26.5, Humidity: 93.3
2024-02-27 13:58:09, Temperature: 26.3, Humidity: 92.1
2024-02-27 13:58:11, Temperature: 26.0, Humidity: 90.6
2024-02-27 13:58:13, Temperature: 25.8, Humidity: 89.4
2024-02-27 13:58:15, Temperature: 25.6, Humidity: 87.5
2024-02-27 13:58:17, Temperature: 25.6, Humidity: 83.1
2024-02-27 13:58:19, Temperature: 25.5, Humidity: 77.7
2024-02-27 13:58:21, Temperature: 25.5, Humidity: 73.3
2024-02-27 13:58:23, Temperature: 25.4, Humidity: 70.0
2024-02-27 13:58:25, Temperature: 25.4, Humidity: 67.0
2024-02-27 13:58:27, Temperature: 25.4, Humidity: 60.1
2024-02-27 13:58:30, Temperature: 25.3, Humidity: 57.8
2024-02-27 13:58:32, Temperature: 25.4, Humidity: 73.0
2024-02-27 13:58:34, Temperature: 25.5, Humidity: 77.6
2024-02-27 13:58:36, Temperature: 25.5, Humidity: 65.3
2024-02-27 13:58:38, Temperature: 25.5, Humidity: 54.8
2024-02-27 13:58:40, Temperature: 25.4, Humidity: 50.5
2024-02-27 13:58:42, Temperature: 25.4, Humidity: 48.1
2024-02-27 13:58:44, Temperature: 25.4, Humidity: 46.4
2024-02-27 13:58:46, Temperature: 25.3, Humidity: 45.4
2024-02-27 13:58:48, Temperature: 25.3, Humidity: 46.2
2024-02-27 13:58:50, Temperature: 25.3, Humidity: 54.3
2024-02-27 13:58:52, Temperature: 25.3, Humidity: 53.3
2024-02-27 13:58:54, Temperature: 25.3, Humidity: 49.4
2024-02-27 13:58:56, Temperature: 25.2, Humidity: 47.3
2024-02-27 13:58:59, Temperature: 25.2, Humidity: 46.0
2024-02-27 13:59:01, Temperature: 25.2, Humidity: 45.8
2024-02-27 13:59:03, Temperature: 25.2, Humidity: 46.2
2024-02-27 13:59:05, Temperature: 25.2, Humidity: 47.2
2024-02-27 13:59:07, Temperature: 25.1, Humidity: 49.6
2024-02-27 13:59:09, Temperature: 25.1, Humidity: 52.6
2024-02-27 13:59:11, Temperature: 25.0, Humidity: 57.1
2024-02-27 13:59:13, Temperature: 25.1, Humidity: 59.0
2024-02-27 13:59:15, Temperature: 25.0, Humidity: 53.9
2024-02-27 13:59:17, Temperature: 25.0, Humidity: 49.0
2024-02-27 13:59:19, Temperature: 25.0, Humidity: 46.4
2024-02-27 13:59:21, Temperature: 25.0, Humidity: 44.6
2024-02-27 13:59:23, Temperature: 25.0, Humidity: 43.4
2024-02-27 13:59:26, Temperature: 25.0, Humidity: 43.3
2024-02-27 13:59:28, Temperature: 25.0, Humidity: 43.0
2024-02-27 13:59:30, Temperature: 25.0, Humidity: 41.9
2024-02-27 13:59:32, Temperature: 25.0, Humidity: 41.4
2024-02-27 13:59:34, Temperature: 25.0, Humidity: 41.6
2024-02-27 13:59:36, Temperature: 25.0, Humidity: 41.5
2024-02-27 13:59:38, Temperature: 24.9, Humidity: 42.6
2024-02-27 13:59:40, Temperature: 24.9, Humidity: 47.5
2024-02-27 13:59:42, Temperature: 24.8, Humidity: 44.2
2024-02-27 13:59:44, Temperature: 24.8, Humidity: 42.8
2024-02-27 13:59:46, Temperature: 24.8, Humidity: 42.7
2024-02-27 13:59:48, Temperature: 24.7, Humidity: 43.2
2024-02-27 13:59:50, Temperature: 24.7, Humidity: 43.6
2024-02-27 13:59:52, Temperature: 24.6, Humidity: 43.9
2024-02-27 13:59:54, Temperature: 24.6, Humidity: 43.6
2024-02-27 13:59:56, Temperature: 24.6, Humidity: 42.4
2024-02-27 13:59:59, Temperature: 24.6, Humidity: 42.2
2024-02-27 14:00:01, Temperature: 24.5, Humidity: 42.7
2024-02-27 14:00:03, Temperature: 24.5, Humidity: 42.6
2024-02-27 14:00:05, Temperature: 24.5, Humidity: 42.5
2024-02-27 14:00:07, Temperature: 24.5, Humidity: 42.0
2024-02-27 14:00:09, Temperature: 24.4, Humidity: 41.8
2024-02-27 14:00:11, Temperature: 24.4, Humidity: 41.6
2024-02-27 14:00:13, Temperature: 24.4, Humidity: 41.6
2024-02-27 14:00:15, Temperature: 24.4, Humidity: 42.7
2024-02-27 14:00:17, Temperature: 24.4, Humidity: 43.3
2024-02-27 14:00:19, Temperature: 24.4, Humidity: 42.7
2024-02-27 14:00:26, Temperature: 24.4, Humidity: 42.7
2024-02-27 14:00:28, Temperature: 24.3, Humidity: 41.9
2024-02-27 14:00:30, Temperature: 24.2, Humidity: 41.9
2024-02-27 14:00:32, Temperature: 24.2, Humidity: 41.8
2024-02-27 14:00:34, Temperature: 24.2, Humidity: 41.7
2024-02-27 14:00:36, Temperature: 24.2, Humidity: 41.7
2024-02-27 14:00:38, Temperature: 24.2, Humidity: 41.7
2024-02-27 14:00:40, Temperature: 24.2, Humidity: 42.8
2024-02-27 14:00:42, Temperature: 24.2, Humidity: 44.2
2024-02-27 14:00:44, Temperature: 24.2, Humidity: 43.4
2024-02-27 14:00:46, Temperature: 24.2, Humidity: 42.7
2024-02-27 14:00:48, Temperature: 24.2, Humidity: 42.3
2024-02-27 14:00:50, Temperature: 24.2, Humidity: 42.2
2024-02-27 14:00:52, Temperature: 24.1, Humidity: 42.1
2024-02-27 14:00:55, Temperature: 24.1, Humidity: 42.1
2024-02-27 14:00:57, Temperature: 24.1, Humidity: 41.8
2024-02-27 14:00:59, Temperature: 24.0, Humidity: 41.6
2024-02-27 14:01:01, Temperature: 24.0, Humidity: 41.6
2024-02-27 14:01:03, Temperature: 24.0, Humidity: 41.5
2024-02-27 14:01:05, Temperature: 24.0, Humidity: 41.4
2024-02-27 14:01:07, Temperature: 24.0, Humidity: 41.8
2024-02-27 14:01:09, Temperature: 24.0, Humidity: 42.1
2024-02-27 14:01:11, Temperature: 24.0, Humidity: 42.6
2024-02-27 14:01:13, Temperature: 24.0, Humidity: 42.5
2024-02-27 14:01:15, Temperature: 24.0, Humidity: 43.0
2024-02-27 14:01:17, Temperature: 24.0, Humidity: 43.9
2024-02-27 14:01:19, Temperature: 24.0, Humidity: 44.9
2024-02-27 14:01:21, Temperature: 24.0, Humidity: 45.6
2024-02-27 14:01:24, Temperature: 24.0, Humidity: 45.8
2024-02-27 14:01:26, Temperature: 24.0, Humidity: 45.4
2024-02-27 14:01:28, Temperature: 24.0, Humidity: 48.0
2024-02-27 14:01:30, Temperature: 24.0, Humidity: 46.8
2024-02-27 14:01:32, Temperature: 24.0, Humidity: 52.2
2024-02-27 14:01:34, Temperature: 24.0, Humidity: 52.6
2024-02-27 14:01:36, Temperature: 24.0, Humidity: 53.6
2024-02-27 14:01:38, Temperature: 24.0, Humidity: 53.5
2024-02-27 14:01:40, Temperature: 24.0, Humidity: 54.4
2024-02-27 14:01:42, Temperature: 24.0, Humidity: 54.3
2024-02-27 14:01:44, Temperature: 24.0, Humidity: 55.6
2024-02-27 14:01:46, Temperature: 24.1, Humidity: 54.7
2024-02-27 14:01:48, Temperature: 24.1, Humidity: 55.3
2024-02-27 14:01:50, Temperature: 24.1, Humidity: 54.8
2024-02-27 14:01:53, Temperature: 24.1, Humidity: 50.0
2024-02-27 14:01:55, Temperature: 24.1, Humidity: 48.1
2024-02-27 14:01:57, Temperature: 24.2, Humidity: 48.8
2024-02-27 14:01:59, Temperature: 24.1, Humidity: 51.5
2024-02-27 14:02:01, Temperature: 24.1, Humidity: 52.5
2024-02-27 14:02:03, Temperature: 24.2, Humidity: 51.3
2024-02-27 14:02:05, Temperature: 24.2, Humidity: 48.6
2024-02-27 14:02:07, Temperature: 24.2, Humidity: 51.2
2024-02-27 14:02:09, Temperature: 24.2, Humidity: 56.5
2024-02-27 14:02:11, Temperature: 24.2, Humidity: 56.2
2024-02-27 14:02:13, Temperature: 24.2, Humidity: 52.8
2024-02-27 14:02:15, Temperature: 24.2, Humidity: 51.9
2024-02-27 14:02:17, Temperature: 24.2, Humidity: 52.2
2024-02-27 14:02:19, Temperature: 24.2, Humidity: 52.4
2024-02-27 14:02:21, Temperature: 24.2, Humidity: 53.1
2024-02-27 14:02:24, Temperature: 24.2, Humidity: 52.4
2024-02-27 14:02:26, Temperature: 24.2, Humidity: 51.8
2024-02-27 14:02:28, Temperature: 24.2, Humidity: 51.9
2024-02-27 14:02:30, Temperature: 24.2, Humidity: 49.6
2024-02-27 14:02:32, Temperature: 24.2, Humidity: 47.9
2024-02-27 14:02:34, Temperature: 24.2, Humidity: 45.7
2024-02-27 14:02:36, Temperature: 24.2, Humidity: 45.4
2024-02-27 14:02:38, Temperature: 24.2, Humidity: 47.0
2024-02-27 14:02:40, Temperature: 24.3, Humidity: 46.3
2024-02-27 14:02:42, Temperature: 24.3, Humidity: 47.1
2024-02-27 14:02:44, Temperature: 24.3, Humidity: 48.3
2024-02-27 14:02:46, Temperature: 24.4, Humidity: 49.4
2024-02-27 14:02:48, Temperature: 24.4, Humidity: 49.1
2024-02-27 14:02:51, Temperature: 24.4, Humidity: 47.0
2024-02-27 14:02:53, Temperature: 24.4, Humidity: 47.9
2024-02-27 14:02:55, Temperature: 24.4, Humidity: 48.3
2024-02-27 14:02:57, Temperature: 24.4, Humidity: 48.5
2024-02-27 14:02:59, Temperature: 24.4, Humidity: 49.3
2024-02-27 14:03:01, Temperature: 24.4, Humidity: 50.4
2024-02-27 14:03:03, Temperature: 24.4, Humidity: 49.2
2024-02-27 14:03:05, Temperature: 24.4, Humidity: 52.3
2024-02-27 14:03:07, Temperature: 24.4, Humidity: 51.4
2024-02-27 14:03:09, Temperature: 24.4, Humidity: 48.6
2024-02-27 14:03:11, Temperature: 24.4, Humidity: 47.0
2024-02-27 14:03:13, Temperature: 24.4, Humidity: 44.8
2024-02-27 14:03:15, Temperature: 24.4, Humidity: 44.3
2024-02-27 14:03:17, Temperature: 24.4, Humidity: 44.2
2024-02-27 14:03:19, Temperature: 24.4, Humidity: 44.6
2024-02-27 14:03:22, Temperature: 24.3, Humidity: 45.0
2024-02-27 14:03:24, Temperature: 24.4, Humidity: 44.9
2024-02-27 14:03:26, Temperature: 24.4, Humidity: 45.5
2024-02-27 14:03:28, Temperature: 24.4, Humidity: 44.4
2024-02-27 14:03:30, Temperature: 24.3, Humidity: 43.7
2024-02-27 14:03:32, Temperature: 24.3, Humidity: 42.8
2024-02-27 14:03:34, Temperature: 24.3, Humidity: 42.7
2024-02-27 14:03:36, Temperature: 24.2, Humidity: 43.7
2024-02-27 14:03:38, Temperature: 24.2, Humidity: 43.5
2024-02-27 14:03:40, Temperature: 24.2, Humidity: 43.8
2024-02-27 14:03:42, Temperature: 24.2, Humidity: 44.1
2024-02-27 14:03:44, Temperature: 24.2, Humidity: 43.6
2024-02-27 14:03:46, Temperature: 24.2, Humidity: 43.1
2024-02-27 14:03:48, Temperature: 24.2, Humidity: 43.5
2024-02-27 14:03:50, Temperature: 24.2, Humidity: 46.2
2024-02-27 14:03:52, Temperature: 24.2, Humidity: 45.1
2024-02-27 14:03:55, Temperature: 24.2, Humidity: 45.0
2024-02-27 14:03:57, Temperature: 24.2, Humidity: 44.6
2024-02-27 14:03:59, Temperature: 24.2, Humidity: 45.8
2024-02-27 14:04:01, Temperature: 24.2, Humidity: 44.3
2024-02-27 14:04:03, Temperature: 24.2, Humidity: 43.7
2024-02-27 14:04:05, Temperature: 24.1, Humidity: 43.9
2024-02-27 14:04:07, Temperature: 24.1, Humidity: 43.7
2024-02-27 14:04:09, Temperature: 24.0, Humidity: 45.6
2024-02-27 14:04:11, Temperature: 24.0, Humidity: 46.4
2024-02-27 14:04:13, Temperature: 24.0, Humidity: 44.1
2024-02-27 14:04:15, Temperature: 24.0, Humidity: 42.9
2024-02-27 14:04:17, Temperature: 24.0, Humidity: 42.7
2024-02-27 14:04:19, Temperature: 24.0, Humidity: 44.0
2024-02-27 14:04:21, Temperature: 24.0, Humidity: 43.0
2024-02-27 14:04:24, Temperature: 24.0, Humidity: 43.6
2024-02-27 14:04:26, Temperature: 24.0, Humidity: 45.0
2024-02-27 14:04:28, Temperature: 24.0, Humidity: 45.1
2024-02-27 14:04:30, Temperature: 24.0, Humidity: 44.3
2024-02-27 14:04:32, Temperature: 24.0, Humidity: 43.6
2024-02-27 14:04:34, Temperature: 24.0, Humidity: 43.2
2024-02-27 14:04:36, Temperature: 24.0, Humidity: 42.8
2024-02-27 14:04:38, Temperature: 23.9, Humidity: 42.5
2024-02-27 14:04:40, Temperature: 23.9, Humidity: 42.4
2024-02-27 14:04:42, Temperature: 23.9, Humidity: 42.3
2024-02-27 14:04:44, Temperature: 23.9, Humidity: 42.2
2024-02-27 14:04:46, Temperature: 23.9, Humidity: 42.1
2024-02-27 14:04:48, Temperature: 23.9, Humidity: 42.1
2024-02-27 14:04:50, Temperature: 23.9, Humidity: 42.1
2024-02-27 14:04:52, Temperature: 23.9, Humidity: 42.0
2024-02-27 14:04:55, Temperature: 23.9, Humidity: 42.2
2024-02-27 14:04:57, Temperature: 23.9, Humidity: 42.1
2024-02-27 14:04:59, Temperature: 23.9, Humidity: 41.9
2024-02-27 14:05:01, Temperature: 23.9, Humidity: 42.1
2024-02-27 14:05:03, Temperature: 23.9, Humidity: 42.5
2024-02-27 14:05:05, Temperature: 23.9, Humidity: 42.1
2024-02-27 14:05:07, Temperature: 23.9, Humidity: 42.3
2024-02-27 14:05:09, Temperature: 23.9, Humidity: 42.6
2024-02-27 14:05:11, Temperature: 23.9, Humidity: 42.9
2024-02-27 14:05:13, Temperature: 23.9, Humidity: 43.1
2024-02-27 14:05:15, Temperature: 23.9, Humidity: 42.9
2024-02-27 14:05:17, Temperature: 23.9, Humidity: 42.0
2024-02-27 14:05:19, Temperature: 23.9, Humidity: 41.6
2024-02-27 14:05:21, Temperature: 23.8, Humidity: 41.9
2024-02-27 14:05:24, Temperature: 23.8, Humidity: 43.3
2024-02-27 14:05:26, Temperature: 23.8, Humidity: 42.6
2024-02-27 14:05:28, Temperature: 23.8, Humidity: 42.0
2024-02-27 14:05:30, Temperature: 23.8, Humidity: 41.8
2024-02-27 14:05:32, Temperature: 23.8, Humidity: 41.9
2024-02-27 14:05:34, Temperature: 23.8, Humidity: 41.8
2024-02-27 14:05:36, Temperature: 23.8, Humidity: 41.7
2024-02-27 14:05:38, Temperature: 23.8, Humidity: 41.9
2024-02-27 14:05:40, Temperature: 23.8, Humidity: 42.2
2024-02-27 14:05:42, Temperature: 23.8, Humidity: 41.8
2024-02-27 14:05:44, Temperature: 23.8, Humidity: 41.5
2024-02-27 14:05:46, Temperature: 23.8, Humidity: 41.4
2024-02-27 14:05:48, Temperature: 23.8, Humidity: 41.6
2024-02-27 14:05:50, Temperature: 23.8, Humidity: 41.6
2024-02-27 14:05:52, Temperature: 23.8, Humidity: 41.5
2024-02-27 14:05:54, Temperature: 23.8, Humidity: 41.5
2024-02-27 14:05:57, Temperature: 23.8, Humidity: 41.6
2024-02-27 14:05:59, Temperature: 23.8, Humidity: 41.6
2024-02-27 14:06:01, Temperature: 23.8, Humidity: 41.4
2024-02-27 14:06:03, Temperature: 23.8, Humidity: 41.3
2024-02-27 14:06:05, Temperature: 23.8, Humidity: 41.3
2024-02-27 14:06:07, Temperature: 23.8, Humidity: 41.2
2024-02-27 14:06:09, Temperature: 23.8, Humidity: 41.2
2024-02-27 14:06:11, Temperature: 23.8, Humidity: 41.3
2024-02-27 14:06:13, Temperature: 23.8, Humidity: 41.2
2024-02-27 14:06:15, Temperature: 23.8, Humidity: 41.3
2024-02-27 14:06:17, Temperature: 23.8, Humidity: 41.4
2024-02-27 14:06:19, Temperature: 23.8, Humidity: 41.5
2024-02-27 14:06:21, Temperature: 23.8, Humidity: 41.5
2024-02-27 14:06:23, Temperature: 23.8, Humidity: 41.4
2024-02-27 14:06:25, Temperature: 23.8, Humidity: 41.4
2024-02-27 14:06:27, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:06:30, Temperature: 23.8, Humidity: 41.5
2024-02-27 14:06:32, Temperature: 23.8, Humidity: 41.5
2024-02-27 14:06:34, Temperature: 23.7, Humidity: 41.8
2024-02-27 14:06:36, Temperature: 23.8, Humidity: 41.7
2024-02-27 14:06:38, Temperature: 23.8, Humidity: 41.6
2024-02-27 14:06:40, Temperature: 23.8, Humidity: 41.5
2024-02-27 14:06:42, Temperature: 23.7, Humidity: 41.4
2024-02-27 14:06:44, Temperature: 23.7, Humidity: 41.3
2024-02-27 14:06:46, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:06:48, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:06:50, Temperature: 23.7, Humidity: 41.9
2024-02-27 14:06:52, Temperature: 23.7, Humidity: 41.8
2024-02-27 14:06:54, Temperature: 23.7, Humidity: 41.7
2024-02-27 14:06:56, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:06:58, Temperature: 23.7, Humidity: 41.4
2024-02-27 14:07:01, Temperature: 23.7, Humidity: 41.3
2024-02-27 14:07:03, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:07:05, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:07:07, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:07:09, Temperature: 23.7, Humidity: 41.1
2024-02-27 14:07:11, Temperature: 23.7, Humidity: 41.1
2024-02-27 14:07:13, Temperature: 23.7, Humidity: 41.1
2024-02-27 14:07:15, Temperature: 23.7, Humidity: 41.1
2024-02-27 14:07:17, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:07:19, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:07:21, Temperature: 23.7, Humidity: 40.9
2024-02-27 14:07:23, Temperature: 23.7, Humidity: 40.9
2024-02-27 14:07:25, Temperature: 23.6, Humidity: 41.0
2024-02-27 14:07:27, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:07:29, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:07:31, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:07:33, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:07:36, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:07:38, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:07:40, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:07:42, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:07:44, Temperature: 23.7, Humidity: 41.8
2024-02-27 14:07:46, Temperature: 23.7, Humidity: 41.7
2024-02-27 14:07:48, Temperature: 23.7, Humidity: 41.6
2024-02-27 14:07:50, Temperature: 23.7, Humidity: 41.6
2024-02-27 14:07:52, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:07:54, Temperature: 23.7, Humidity: 41.6
2024-02-27 14:07:56, Temperature: 23.7, Humidity: 41.3
2024-02-27 14:07:58, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:08:00, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:08:03, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:08:05, Temperature: 23.7, Humidity: 41.7
2024-02-27 14:08:07, Temperature: 23.7, Humidity: 42.6
2024-02-27 14:08:09, Temperature: 23.8, Humidity: 42.3
2024-02-27 14:08:11, Temperature: 23.8, Humidity: 42.0
2024-02-27 14:08:13, Temperature: 23.7, Humidity: 42.3
2024-02-27 14:08:15, Temperature: 23.7, Humidity: 43.0
2024-02-27 14:08:17, Temperature: 23.8, Humidity: 43.0
2024-02-27 14:08:19, Temperature: 23.7, Humidity: 43.2
2024-02-27 14:08:21, Temperature: 23.7, Humidity: 42.5
2024-02-27 14:08:23, Temperature: 23.7, Humidity: 42.2
2024-02-27 14:08:26, Temperature: 23.7, Humidity: 42.0
2024-02-27 14:08:28, Temperature: 23.7, Humidity: 41.8
2024-02-27 14:08:30, Temperature: 23.7, Humidity: 41.7
2024-02-27 14:08:32, Temperature: 23.7, Humidity: 41.8
2024-02-27 14:08:34, Temperature: 23.7, Humidity: 42.0
2024-02-27 14:08:36, Temperature: 23.7, Humidity: 41.8
2024-02-27 14:08:38, Temperature: 23.7, Humidity: 41.9
2024-02-27 14:08:40, Temperature: 23.7, Humidity: 41.7
2024-02-27 14:08:42, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:08:44, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:08:46, Temperature: 23.7, Humidity: 41.6
2024-02-27 14:08:48, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:08:50, Temperature: 23.7, Humidity: 41.4
2024-02-27 14:08:52, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:08:54, Temperature: 23.7, Humidity: 41.1
2024-02-27 14:08:56, Temperature: 23.7, Humidity: 41.0
2024-02-27 14:08:59, Temperature: 23.7, Humidity: 40.9
2024-02-27 14:09:01, Temperature: 23.7, Humidity: 40.8
2024-02-27 14:09:03, Temperature: 23.7, Humidity: 40.8
2024-02-27 14:09:05, Temperature: 23.7, Humidity: 40.7
2024-02-27 14:09:07, Temperature: 23.7, Humidity: 40.7
2024-02-27 14:09:09, Temperature: 23.7, Humidity: 40.7
2024-02-27 14:09:11, Temperature: 23.7, Humidity: 40.7
2024-02-27 14:09:13, Temperature: 23.7, Humidity: 40.6
2024-02-27 14:09:15, Temperature: 23.7, Humidity: 40.6
2024-02-27 14:09:17, Temperature: 23.6, Humidity: 40.6
2024-02-27 14:09:19, Temperature: 23.7, Humidity: 40.7
2024-02-27 14:09:21, Temperature: 23.7, Humidity: 40.7
2024-02-27 14:09:23, Temperature: 23.7, Humidity: 40.8
2024-02-27 14:09:25, Temperature: 23.7, Humidity: 40.8
2024-02-27 14:09:27, Temperature: 23.7, Humidity: 40.8
2024-02-27 14:09:29, Temperature: 23.6, Humidity: 40.8
2024-02-27 14:09:32, Temperature: 23.7, Humidity: 40.8
2024-02-27 14:09:34, Temperature: 23.7, Humidity: 40.9
2024-02-27 14:09:36, Temperature: 23.7, Humidity: 40.9
2024-02-27 14:09:38, Temperature: 23.7, Humidity: 40.8
2024-02-27 14:09:40, Temperature: 23.7, Humidity: 40.7
2024-02-27 14:09:42, Temperature: 23.7, Humidity: 40.6
2024-02-27 14:09:44, Temperature: 23.7, Humidity: 40.6
2024-02-27 14:09:46, Temperature: 23.6, Humidity: 40.6
2024-02-27 14:09:48, Temperature: 23.7, Humidity: 40.5
2024-02-27 14:09:50, Temperature: 23.7, Humidity: 40.5
2024-02-27 14:09:52, Temperature: 23.6, Humidity: 40.6
2024-02-27 14:09:54, Temperature: 23.7, Humidity: 40.6
2024-02-27 14:09:56, Temperature: 23.7, Humidity: 40.7
2024-02-27 14:09:58, Temperature: 23.7, Humidity: 41.1
2024-02-27 14:10:00, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:10:03, Temperature: 23.6, Humidity: 41.3
2024-02-27 14:10:05, Temperature: 23.6, Humidity: 41.4
2024-02-27 14:10:07, Temperature: 23.6, Humidity: 41.5
2024-02-27 14:10:09, Temperature: 23.6, Humidity: 41.5
2024-02-27 14:10:11, Temperature: 23.7, Humidity: 41.4
2024-02-27 14:10:13, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:10:15, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:10:17, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:10:19, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:10:21, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:10:23, Temperature: 23.7, Humidity: 41.3
2024-02-27 14:10:25, Temperature: 23.7, Humidity: 41.6
2024-02-27 14:10:27, Temperature: 23.7, Humidity: 41.7
2024-02-27 14:10:29, Temperature: 23.7, Humidity: 41.7
2024-02-27 14:10:31, Temperature: 23.6, Humidity: 42.0
2024-02-27 14:10:34, Temperature: 23.7, Humidity: 42.2
2024-02-27 14:10:36, Temperature: 23.7, Humidity: 42.4
2024-02-27 14:10:38, Temperature: 23.7, Humidity: 42.2
2024-02-27 14:10:40, Temperature: 23.7, Humidity: 41.8
2024-02-27 14:10:42, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:10:44, Temperature: 23.7, Humidity: 41.2
2024-02-27 14:10:46, Temperature: 23.7, Humidity: 41.1
2024-02-27 14:10:48, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:10:50, Temperature: 23.7, Humidity: 41.6
2024-02-27 14:10:52, Temperature: 23.7, Humidity: 41.3
2024-02-27 14:10:54, Temperature: 23.7, Humidity: 41.4
2024-02-27 14:10:56, Temperature: 23.7, Humidity: 41.4
2024-02-27 14:10:58, Temperature: 23.6, Humidity: 41.8
2024-02-27 14:11:00, Temperature: 23.7, Humidity: 42.0
2024-02-27 14:11:02, Temperature: 23.7, Humidity: 42.2
2024-02-27 14:11:04, Temperature: 23.6, Humidity: 42.4
2024-02-27 14:11:06, Temperature: 23.6, Humidity: 42.5
2024-02-27 14:11:08, Temperature: 23.7, Humidity: 42.8
2024-02-27 14:11:11, Temperature: 23.6, Humidity: 42.1
2024-02-27 14:11:13, Temperature: 23.7, Humidity: 41.5
2024-02-27 14:11:15, Temperature: 23.6, Humidity: 41.4
2024-02-27 14:11:17, Temperature: 23.6, Humidity: 41.2
2024-02-27 14:11:19, Temperature: 23.6, Humidity: 41.2
2024-02-27 14:11:21, Temperature: 23.6, Humidity: 41.2
2024-02-27 14:11:23, Temperature: 23.6, Humidity: 41.1
2024-02-27 14:11:25, Temperature: 23.6, Humidity: 41.0
2024-02-27 14:11:27, Temperature: 23.6, Humidity: 40.9
2024-02-27 14:11:29, Temperature: 23.6, Humidity: 40.9
2024-02-27 14:11:31, Temperature: 23.6, Humidity: 40.8
2024-02-27 14:11:33, Temperature: 23.6, Humidity: 40.8
2024-02-27 14:11:36, Temperature: 23.6, Humidity: 40.7
2024-02-27 14:11:38, Temperature: 23.6, Humidity: 40.7
2024-02-27 14:11:40, Temperature: 23.6, Humidity: 40.7
2024-02-27 14:11:42, Temperature: 23.6, Humidity: 40.7
2024-02-27 14:11:44, Temperature: 23.6, Humidity: 40.8
2024-02-27 14:11:46, Temperature: 23.6, Humidity: 40.8
2024-02-27 14:11:48, Temperature: 23.6, Humidity: 40.7
2024-02-27 14:11:50, Temperature: 23.6, Humidity: 40.8
